FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,toilette_type,etab_nom,geometry
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_25d,Maritime,Zio,Zio 3,Agbélouvé,Latrine assise,Nsp,POINT (1.1660660147271702 6.686866760526492)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_25e,Maritime,Zio,Zio 4,Gapé-Centre,{Latrines seches},Nsp,POINT (0.9958394910069107 6.5822875866533)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_25f,Maritime,Zio,Zio 4,Gapé-Centre,{Latrines seches},Nsp,POINT (1.1837966666666668 6.5519116666666655)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_260,Maritime,Zio,Zio 4,Gapé-Centre,{Latrines seches},Nsp,POINT (1.2541439422417802 6.58308515378508)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_261,Plateaux,Agou,Agou 1,Gadja,{Latrines seches},Nsp,POINT (0.849831666666668 6.819718333333334)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_262,Plateaux,Agou,Agou 1,Agou-Tavié,{WCs},Nsp,POINT (0.7091500000000017 6.846611666666663)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_263,Plateaux,Agou,Agou 1,Gadja,{WCs},Nsp,POINT (0.8371202400195265 6.760358200316477)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_264,Plateaux,Agou,Agou 1,Gadja,{Latrines seches},Nsp,POINT (0.7973238010730467 6.804125086301171)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_265,Plateaux,Kloto,Kloto 1,Yokélé,{Latrines seches},Nsp,POINT (0.6582374394547337 6.930289167159686)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_266,Plateaux,Kloto,Kloto 1,Yokélé,{Latrines seches},Nsp,POINT (0.6586599999999999 6.931556666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_267,Plateaux,Akébou,Akébou 1,Djon,"{Latrines seches,Pissotieres}",Nsp,POINT (0.7951216666666683 7.732751666666668)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_268,Plateaux,Haho,Haho 2,Djemegni,{WCs},Nsp,POINT (1.2951283333333339 6.954543333333331)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_269,Plateaux,Haho,Haho 2,Djemegni,{WCs},Nsp,POINT (1.294425 6.953969999999998)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_26a,Plateaux,Amou,Amou 1,Amlamé (Ouma),{WCs},Nsp,POINT (0.8771781591369843 7.402130951931266)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_26b,Plateaux,Amou,Amou 1,Amlamé (Ouma),{Latrines seches},Nsp,POINT (0.906349511001205 7.456344801936125)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_26c,Plateaux,Amou,Amou 2,Kpatégan,{Latrines seches},Nsp,POINT (1.054093333333335 7.3265666666666664)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_26d,Plateaux,Amou,Amou 2,Sodo,{WCs},Nsp,POINT (0.8208792070742708 7.312457467056993)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_26e,Plateaux,Amou,Amou 2,Sodo,{WCs},Nsp,POINT (0.813988333333334 7.31468)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_26f,Plateaux,Amou,Amou 3,Hihéatro,{WCs},Nsp,POINT (1.097770000000002 7.527149999999999)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_270,Plateaux,Amou,Amou 3,Hihéatro,{Latrines seches},Nsp,POINT (1.088908333333334 7.625906666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_271,Plateaux,Amou,Amou 3,Hihéatro,{Latrines seches},Nsp,POINT (1.0885582854225677 7.626327046908295)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_272,Plateaux,Amou,Amou 3,Avédjè,{Latrines seches},Nsp,POINT (1.1321300000000003 7.375358333333332)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_273,Plateaux,Amou,Amou 3,Avédjè,{WCs},Nsp,POINT (1.0747266666666657 7.449094999999997)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_274,Plateaux,Anié,Anié 1,Anié,{WCs},Nsp,POINT (1.1902103989598023 7.786646770272852)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_275,Plateaux,Anié,Anié 1,Anié,{WCs},Nsp,POINT (1.1882673438920637 7.761255481711607)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_276,Plateaux,Anié,Anié 1,Anié,{WCs},Nsp,POINT (1.1899972931267402 7.786663269599298)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_277,Plateaux,Anié,Anié 2,Adogbénou,{Latrines a eau},Nsp,POINT (1.4273199089493669 7.741220418865083)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_278,Plateaux,Anié,Anié 2,Adogbénou,"{Latrines seches,Pissotieres}",Nsp,POINT (1.4288716666666668 7.740260000000005)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_279,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,{Douches},Nsp,POINT (0.7299929307880813 7.102341653985774)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_27a,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,{Latrines seches},Nsp,POINT (0.7251942155712631 7.111313894531112)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_27b,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,{WCs},Nsp,POINT (0.7163317395920924 7.121737529928512)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_27c,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,{Latrines seches},Nsp,POINT (0.7420412162438652 7.098133068128699)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_27d,Plateaux,Danyi,Danyi 2,Ahlon,{WCs},Nsp,POINT (0.6695799547875955 7.332966717759483)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_27e,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,{WCs},Nsp,POINT (1.2801931877839219 7.942700225519539)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_27f,Plateaux,Est-Mono,Est-Mono 2,Morétan,{Latrines seches},Nsp,POINT (1.4277948736347805 8.330486684596803)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_280,Plateaux,Est-Mono,Est-Mono 2,Morétan,{Latrines seches},Nsp,POINT (1.3559150000000004 8.113786666666668)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_281,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,{Latrines seches},Nsp,POINT (1.2284486968916766 8.006764739411038)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_282,Centrale,Sotouboua,Sotouboua 1,Tabindè,{WCs},Nsp,POINT (1.0816233333333336 8.506765000000001)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_283,Plateaux,Haho,Haho 1,Notsé,{WCs},Nsp,POINT (1.183888333333333 6.948915)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_284,Plateaux,Haho,Haho 1,Notsé,{Latrines seches},Nsp,POINT (1.1607176621415585 6.9391746927910845)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_285,Plateaux,Haho,Haho 1,Notsé,{Latrines seches},Nsp,POINT (1.1606082569485414 6.9382878015266884)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_286,Plateaux,Haho,Haho 1,Notsé,{Latrines seches},Nsp,POINT (1.160574666257435 6.93850716787295)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_287,Plateaux,Haho,Haho 1,Notsé,{Latrines seches},Nsp,POINT (1.1761216666666658 6.927980000000003)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_288,Plateaux,Haho,Haho 1,Notsé,{Latrines seches},Nsp,POINT (1.1728266666666674 6.957443333333333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_289,Plateaux,Haho,Haho 1,Notsé,{Latrines seches},Nsp,POINT (1.1615653698929527 6.938549566853019)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_28a,Plateaux,Haho,Haho 1,Notsé,{Latrines seches},Nsp,POINT (1.1604933219013296 6.93911707700413)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_28b,Plateaux,Haho,Haho 1,Notsé,{Latrines seches},Nsp,POINT (1.1846086140154861 6.948705593167184)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_28c,Plateaux,Haho,Haho 1,Notsé,{Latrines seches},Nsp,POINT (1.1821161576139114 6.954648761943951)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_28d,Plateaux,Haho,Haho 1,Dalia,{Latrines seches},Nsp,POINT (1.1769350000000014 6.791769999999999)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_28e,Plateaux,Haho,Haho 1,Dalia,{Latrines seches},Nsp,POINT (1.1769461088849866 6.791550839901315)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_28f,Plateaux,Haho,Haho 1,Dalia,{Latrines seches},Nsp,POINT (1.1767316666666665 6.790899999999999)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_290,Plateaux,Haho,Haho 1,Dalia,{Latrines seches},Nsp,POINT (1.176958333333333 6.790901666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_291,Plateaux,Haho,Haho 1,Dalia,{WCs},Nsp,POINT (1.2651131602201549 6.881160639740309)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_292,Plateaux,Haho,Haho 1,Atchavé,{WCs},Nsp,POINT (1.1844299999999999 6.8638483333333316)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_293,Plateaux,Haho,Haho 1,Atchavé,{WCs},Nsp,POINT (1.2217566666666664 6.853381055428015)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_294,Plateaux,Haho,Haho 4,Wahala,{Latrines seches},Nsp,POINT (1.1636653989244778 7.1634177176835125)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_295,Plateaux,Haho,Haho 4,Wahala,{Latrines seches},Nsp,POINT (1.1642783333333326 7.164083333333332)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_296,Plateaux,Kloto,Kloto 1,Tové,{Pissotieres},Nsp,POINT (0.6589429965924175 6.877398451221375)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_297,Plateaux,Kloto,Kloto 1,Tové,{Latrines seches},Nsp,POINT (0.6589559002604132 6.877476018318455)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_298,Plateaux,Kloto,Kloto 1,Tové,{Latrines seches},Nsp,POINT (0.6590041696531456 6.87747026152308)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_299,Plateaux,Kloto,Kloto 1,Tové,{Latrines seches},Nsp,POINT (0.6589466879802014 6.877336480128086)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_29a,Plateaux,Kloto,Kloto 1,Tové,{Pissotieres},Nsp,POINT (0.6589421662455618 6.877425113600237)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_29b,Plateaux,Haho,Haho 2,Asrama,"{Latrines seches,Douches}",Nsp,POINT (1.4163004075289531 7.003212502195908)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_29c,Plateaux,Haho,Haho 2,Asrama,{Latrines seches},Nsp,POINT (1.4163608768875906 7.003135199028374)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_29d,Plateaux,Haho,Haho 2,Asrama,{Latrines seches},Nsp,POINT (1.520835589622873 7.012909646963593)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_29e,Plateaux,Haho,Haho 4,Akpakpakpé,{WCs},Nsp,POINT (1.0692483333333331 7.11684)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_29f,Plateaux,Haho,Haho 3,Kpédomé,{Latrines seches},Nsp,POINT (1.1514079182819983 7.062193106198668)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2a0,Plateaux,Haho,Haho 3,Kpédomé,{Latrines seches},Nsp,POINT (1.151462292474332 7.062817099526713)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2a1,Plateaux,Haho,Haho 3,Kpédomé,{Latrines seches},Nsp,POINT (1.1667566666666673 6.976964999999996)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2a2,Plateaux,Haho,Haho 3,Kpédomé,{Latrines seches},Nsp,POINT (1.1656383333333333 6.978143333333333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2a3,Plateaux,Haho,Haho 3,Kpédomé,{Latrines seches},Nsp,POINT (1.1514614171252127 7.062607491516177)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2a4,Plateaux,Haho,Haho 3,Kpédomé,{Latrines seches},Nsp,POINT (1.1514000184220958 7.061990189120059)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2a5,Plateaux,Haho,Haho 4,Kpegnon (Haito),{WCs},Nsp,POINT (0.9412886392324545 7.17366763144712)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2a6,Plateaux,Haho,Haho 4,Kpegnon (Haito),{WCs},Nsp,POINT (0.9411959107571106 7.173689340396251)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2a7,Plateaux,Haho,Haho 4,Kpegnon (Haito),{WCs},Nsp,POINT (0.9565415035499815 7.199454859293537)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2a8,Plateaux,Kloto,Kloto 1,Tomé,"{WCs,Latrines seches}",Nsp,POINT (0.6367715947746443 6.801972117960267)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2a9,Plateaux,Kloto,Kloto 1,Kpadapé,{Latrines seches},Nsp,POINT (0.5824879373325461 6.779664403307714)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2aa,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,{WCs},Nsp,POINT (0.7989900000000015 7.2614583333333345)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2ab,Plateaux,Kloto,Kloto 2,Kpimé,{Latrines seches},Nsp,POINT (0.6538016666666671 6.970523333333333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2ac,Centrale,Blitta,Blitta 2,Tcharè-Baou,{Douches},Nsp,POINT (1.0375953592179485 8.00421401802456)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2ad,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,{Latrines seches},Nsp,POINT (0.7441382340551037 7.159391298592158)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2ae,Plateaux,Haho,Haho 1,Hahomégbé,{Latrines seches},Nsp,POINT (1.019196304414195 6.934205589947304)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2af,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,{Latrines seches},Nsp,POINT (0.808389363501844 7.273982164876638)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2b0,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,{Latrines seches},Nsp,POINT (0.808448791172688 7.273953082306064)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2b1,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,{Latrines seches},Nsp,POINT (0.7905703898663475 7.231315772046044)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2b2,Plateaux,Kpélé,Kpélé 2,Kpélé-Centre,{WCs},Nsp,POINT (0.753518087167339 7.175775798225148)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2b3,Plateaux,Kpélé,Kpélé 2,Kpélé-Centre,{Latrines seches},Nsp,POINT (0.7517866666666672 7.176796666666666)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2b4,Plateaux,Kpélé,Kpélé 2,Kpélé-Centre,{Latrines seches},Nsp,POINT (0.7527609370708837 7.174679043933316)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2b5,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,{Latrines seches},Nsp,POINT (1.595324832726591 7.061693860696301)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2b6,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,{Latrines seches},Nsp,POINT (1.6020105570422754 7.029947764889091)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2b7,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,{Latrines seches},Nsp,POINT (1.611083333333333 7.057231666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2b8,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,{Latrines seches},Nsp,POINT (1.6060848840957296 7.020599903504533)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2b9,Centrale,Tchaoudjo,Tchaoudjo 4,Kpassaouade,{WCs},Epp Kpalada,POINT (1.2879000000000014 9.029003333333328)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2ba,Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,{Latrines seches},Nsp,POINT (1.5451966666666677 7.170265000000002)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2bb,Plateaux,Moyen-Mono,Moyen-Mono 2,Katomé,{Latrines seches},Nsp,POINT (1.6032966666666673 7.344841666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2bc,Plateaux,Ogou,Ogou 1,Djama,{Latrines seches},Nsp,POINT (1.159572619554605 7.531800853313665)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2bd,Plateaux,Ogou,Ogou 1,Djama,{Latrines seches},Nsp,POINT (1.1595425165722433 7.531944655570443)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2be,Plateaux,Ogou,Ogou 1,Djama,{Latrines seches},Nsp,POINT (1.1596422129485118 7.531943965317763)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2bf,Plateaux,Ogou,Ogou 1,Gnagna,{WCs},Nsp,POINT (1.1237466666666676 7.526609999999996)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2c0,Plateaux,Ogou,Ogou 1,Gnagna,{Latrines a eau},Nsp,POINT (1.1286168270938752 7.507956934876568)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2c1,Plateaux,Ogou,Ogou 1,Gnagna,{Latrines seches},Nsp,POINT (1.1641826867462197 7.493521334824687)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2c2,Plateaux,Ogou,Ogou 1,Gnagna,"{WCs,Pissotieres}",Nsp,POINT (1.1406552263107403 7.517973249663358)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2c3,Plateaux,Ogou,Ogou 1,Gnagna,{WCs},Nsp,POINT (1.1535291986145817 7.506040986342171)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2c4,Plateaux,Ogou,Ogou 1,Gnagna,{Latrines seches},Nsp,POINT (1.1641910033837324 7.493895409063091)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2c5,Plateaux,Ogou,Ogou 1,Gnagna,{WCs},Nsp,POINT (1.153636030846656 7.506059035808194)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2c6,Plateaux,Ogou,Ogou 1,Gnagna,Nsp,Nsp,POINT (1.135718333326395 7.528653584362156)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2c7,Plateaux,Ogou,Ogou 1,Gnagna,{WCs},Nsp,POINT (1.1532854778093502 7.505979958407144)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2c8,Plateaux,Ogou,Ogou 1,Gnagna,{WCs},Nsp,POINT (1.1534110270692823 7.5059752705338685)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2c9,Plateaux,Ogou,Ogou 2,Katoré,{Latrines seches},Nsp,POINT (1.296607385763608 7.406259724220403)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2ca,Plateaux,Ogou,Ogou 2,Katoré,{Latrines seches},Nsp,POINT (1.2968204269056471 7.406414816886117)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2cb,Plateaux,Ogou,Ogou 3,Gléi,{WCs},Nsp,POINT (1.1612130613127343 7.310808076955733)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2cc,Plateaux,Ogou,Ogou 3,Gléi,"{Douches,Latrines seches}",Nsp,POINT (1.1698516666666658 7.3233983333333335)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2cd,Plateaux,Ogou,Ogou 3,Gléi,{WCs},Nsp,POINT (1.1608679469359109 7.310742462832333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2ce,Plateaux,Ogou,Ogou 3,Gléi,"{WCs,Latrines seches}",Nsp,POINT (1.1549748005941902 7.319055875185089)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2cf,Plateaux,Ogou,Ogou 3,Gléi,{Latrines seches},Nsp,POINT (1.1496519101188905 7.309635854066042)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2d0,Plateaux,Ogou,Ogou 3,Gléi,{Latrines seches},Nsp,POINT (1.1496687395345246 7.309569083485173)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2d1,Plateaux,Ogou,Ogou 3,Gléi,{Latrines seches},Nsp,POINT (1.14962280456699 7.309387215742781)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2d2,Plateaux,Ogou,Ogou 3,Gléi,{WCs},Nsp,POINT (1.2759383333333336 7.278248333333329)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2d3,Plateaux,Ogou,Ogou 3,Gléi,{Latrines seches},Nsp,POINT (1.1697066666666667 7.323351666666664)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2d4,Plateaux,Ogou,Ogou 3,Gléi,{Latrines a eau},Nsp,POINT (1.1590949999999995 7.316286929982601)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2d5,Plateaux,Ogou,Ogou 3,Gléi,{Latrines seches},Nsp,POINT (1.2662833333333343 7.27575)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2d6,Plateaux,Ogou,Ogou 4,Ountivou,{WCs},Nsp,POINT (1.4508617899407574 7.429514521853181)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_2d7,Plateaux,Wawa,Wawa 3,Doumé,{Latrines seches},Nsp,POINT (0.7862622081833022 7.546892969282081)
