id,number,joint_subproject_number,title,type,subproject_type_designation,sector,works_type,component,projects,financiers,status,current_status_of_the_site,progress_percent,progress_value,estimated_cost,contract_amount_work_companies,total_contract_amount_paid,amount_of_the_care_and_maintenance_fund_expected,care_and_maintenance_amount_on_village_account,date_signature_contract_work_companies,date_signature_contract_efme,contract_companies_amount_for_efme,date_signature_contract_controllers_in_SES,date_of_signature_of_contract_for_construction_supervisors,approval_date_cora,launch_date,expected_duration,expected_end_date,work_completion_date,date_of_technical_acceptance_of_work,date_of_provisional_acceptance_of_work,official_handover_date_to_community,existence_of_maintenance_plan,wave,number_of_classrooms,number_of_infrastructures,population,direct_beneficiaries_men,direct_beneficiaries_women,women_s_group,youth_group,breeders_farmers_group,ethnic_minority_group,date_of_organization_of_the_social_audit,number_of_participants_m_in_social_audit,number_of_participants_w_in_social_audit,number_of_participants_t_in_social_audit,beneficiary_villages_count,beneficiary_villages,list_of_villages_crossed_by_track_or_electrification,infrastructure_changed,infrastructure_deleted,level_of_achievement_donation_certificate,comments,location_name,latitude,longitude,hierarchy,geometry,link_to_subproject,depth_of_drilling,drilling_flow_rate,number_of_latrine_blocks,has_latrine_blocs,storage_capacity,official_handover_date_to_sector,length_of_the_track,extension_length,number_of_drinking_fountains,estimated_number_of_beneficiaries,refugee_and_internally_displaced_persons_group,has_fence,number_of_sections_of_track_developed,amount_of_the_controllers_contract_in_SES,amount_of_the_contract_for_construction_supervisors,date_signature_contract_facilitator,amount_of_the_facilitator_contract,amount_spent_on_completing_the_infrastructure,amount_spent_on_infrastructure_up_to_provisional_acceptance,number_of_streetlights,distance_covered_by_streetlights,canton,market_name
1188,604,23,Construction d’un bâtiment scolaire de 3 classes+bureau-magasin+forage+2 blocs latrines+ mobilier à l’EPP,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,0.0,100.0,,,,,,2024-05-03,2024-04-16,,,,2023-05-02,2024-05-09,4.0,2024-09-08,2024-10-01,2024-10-01,2024-10-01,2025-10-31,True,3,0.0,1,1984.0,972.0,1012.0,,,,,2024-10-28,69.0,40.0,109.0,1,1945,[],True,False,N/A (ancien site),,KAWA,9.739045,1.3088467,KAWA > PAGOUDA > BINAH 1 > BINAH > KARA,POINT(1.3088467 9.739045),616.0,,,2.0,,,2025-10-31,,,,,,,,,,,,,,,,,
1189,605,38,Construction et équipement d'un Bâtiment scolaire de 4 salles de classe en charpente métallique plus deux blocs de latrine au CEG,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Remise de l'ouvrage à la communauté 100.0%,Réception définitive,100.0,100.0,,,,,,2023-05-11,2023-08-14,,,,2022-10-28,2023-05-23,5.0,2023-10-13,2023-08-30,,2023-08-30,2024-09-26,False,1,0.0,1,1618.0,747.0,326.0,True,True,True,,2024-03-08,85.0,125.0,210.0,1,1961,[],True,False,Maire,,BOADE CENTRE,11.137485,-0.081247,BOADE CENTRE > BOADE > CINKASSE 1 > CINKASSE > SAVANES,POINT(-0.081247 11.137485),637.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1190,606,44,Construction d'un Bâtiment scolaire de 3 classes avec bureau et magasin + 2 Blocs de Latrines à l'EPP + forage,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Remise de l'ouvrage à la communauté 100.0%,Réception définitive,100.0,100.0,,,,,,2023-03-20,2023-08-14,,,,2022-10-28,2023-03-25,5.0,2023-08-27,2023-09-13,,2023-09-13,2024-10-08,False,1,0.0,1,750.0,280.0,470.0,,,,,2024-03-07,31.0,60.0,91.0,2,1967; 3826,[],True,False,Maire,,KORENZOAGA 1,0.0,0.0,KORENZOAGA 1 > BOADE > CINKASSE 1 > CINKASSE > SAVANES,POINT(0.0 0.0),644.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1191,607,97,Construction d'un bâtiment scolaire de trois classes avec bureau et magasin à l'EPP Djassakte +forage photovoltaïque,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Contrat signé avec attributaire,Réception provisoire,100.0,100.0,,,,,,2025-08-15,,,,,2023-02-22,2024-08-16,5.0,2025-01-16,2025-03-06,2025-03-06,2025-04-03,,False,3,0.0,1,1130.0,511.0,619.0,,,,,2025-08-01,34.0,27.0,61.0,2,2056; 3920,[],True,False,Maire,,NALONGUE (NADJOUNDI),,,NALONGUE (NADJOUNDI) > NADJOUNDI > CINKASSE 2 > CINKASSE > SAVANES,,707.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1192,608,100,Construction d'un bâtiment scolaire de trois classes avec bureau et magasin à l'EPP Timangue,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,100.0,100.0,,,,,,2023-06-13,2023-08-03,,,,2023-02-22,2023-06-20,5.0,2023-06-20,2023-12-15,,2023-12-15,2025-01-06,False,3,0.0,1,1586.0,786.0,840.0,,,,,2024-03-06,58.0,27.0,85.0,2,2061; 2065,[],True,False,Maire,,TIMANGUE (NADJOUNDI),0.0,0.0,TIMANGUE (NADJOUNDI) > NADJOUNDI > CINKASSE 2 > CINKASSE > SAVANES,POINT(0.0 0.0),711.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1193,609,104,Construction d'un bâtiment scolaire de trois classes avec bureau et magasin et deux blocs de latrines à l’EPP + forage photovoltaïque,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-01-11,2024-05-27,,,,2023-02-22,2024-01-16,5.0,2024-05-27,2024-09-20,,2024-12-18,,False,3,0.0,1,520.0,240.0,280.0,,,,,2025-02-10,17.0,55.0,72.0,1,3909,[],True,False,Chef Canton,,NAMOUDJOATE 2,0.0,0.0,NAMOUDJOATE 2 > SAM-NABA > CINKASSE 2 > CINKASSE > SAVANES,POINT(0.0 0.0),716.0,,,1.0,,,,,,,,,,,,,,,,,,,,
1194,610,110,Construction d'un Bâtiment scolaire de 3 classes avec bureau et magasin + 2 Blocs de Latrines à l'EPP + forage photovoltaïque,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Remise de l'ouvrage à la communauté 100.0%,Réception définitive,100.0,100.0,,,,,,2023-03-16,2023-08-14,,,,2022-10-28,2023-03-22,5.0,2023-08-19,2023-08-30,,2023-08-30,2024-10-01,False,1,0.0,1,455.0,105.0,350.0,,,,,2024-03-20,24.0,77.0,101.0,1,2089,[],True,False,Maire,,DJALOTOUGOU,,,DJALOTOUGOU > TIMBOU > CINKASSE 2 > CINKASSE > SAVANES,,724.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1195,611,114,"Construction et équipement d'un Bâtiment scolaire de 4 classes avec bureau et magasin, charpente métallique + 2 Blocs de latrines et Forage photovoltaïque  au CEG",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Remise de l'ouvrage à la communauté 100.0%,Réception définitive,100.0,100.0,,,,,,2023-04-29,2023-08-14,,,,2022-10-28,2023-05-07,5.0,2023-10-04,2023-08-22,,2023-08-22,2024-09-26,False,1,0.0,1,461.0,174.0,180.0,,,,,2024-03-08,26.0,95.0,121.0,1,2095,[],True,False,Maire,,KPALMATONGUE CENTRE,0.0,0.0,KPALMATONGUE CENTRE > TIMBOU > CINKASSE 2 > CINKASSE > SAVANES,POINT(0.0 0.0),729.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1196,612,123,Construction d'un Bâtiment scolaire de 3 classes avec bureau et magasin + 2 Blocs de Latrines + un dalot 1x1 à l'EPP,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Remise de l'ouvrage à la communauté 100.0%,Réception définitive,100.0,100.0,,,,,,2023-03-15,2023-08-14,,,,2022-10-28,2023-03-19,5.0,2023-08-16,2023-09-26,,2023-09-26,2024-11-15,False,1,0.0,1,635.0,287.0,408.0,,,,,2024-01-10,16.0,59.0,75.0,1,2111,[],True,False,N/A (ancien site),,SANKARGOU,,,SANKARGOU > TIMBOU > CINKASSE 2 > CINKASSE > SAVANES,,741.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1197,613,134,Construction d'un bâtiment scolaire de trois classes + bureau et magasin + forage photovoltaïque à EPP Djabdjoare 2 ,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-03-06,,,,,2023-02-22,2025-03-24,5.0,2025-08-24,2025-10-13,2025-10-17,2025-10-31,,False,2,0.0,1,1148.0,498.0,650.0,,,,,,,,,1,2132,[],True,False,Maire,,DJABDJOARE 2,0.0,0.0,DJABDJOARE 2 > KOUNDJOARE > KPENDJAL 1 > KPENDJAL > SAVANES,POINT(0.0 0.0),753.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1198,614,141,Construction d'un bâtiment scolaire de trois classes + bureau et magasin + forage photovoltaïque à EPP Tomole,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-03-10,,,,,2023-02-22,2025-03-24,5.0,2025-08-24,2025-10-07,2025-10-17,2025-10-31,,False,2,0.0,1,411.0,191.0,220.0,,,,,,,,,1,3882,[],True,False,Maire,,TOMONLE,10.884821,0.669152,TOMONLE > KOUNDJOARE > KPENDJAL 1 > KPENDJAL > SAVANES,POINT(0.669152 10.884821),761.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1199,615,143,Construction et équipement d’un bâtiment scolaire de 3 classes avec bureau et magasin à l’EPP Bagre Tambima ,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,0.0,100.0,,,,,,2023-01-04,,,,,2023-02-22,2023-01-23,5.0,2024-06-23,2024-06-19,,2024-07-03,2025-09-05,True,2,0.0,1,1283.0,561.0,722.0,,,,,2024-10-15,75.0,90.0,165.0,1,2151,[],True,False,Maire,,BAGRE TAMBIMA,0.0,0.0,BAGRE TAMBIMA > MANDOURI > KPENDJAL 1 > KPENDJAL > SAVANES,POINT(0.0 0.0),764.0,,,1.0,,,2025-11-27,,,,,,,,,,,,,,,,,
1200,616,149,Construction et équipement d’un bâtiment scolaire de 3 classes avec bureau et magasin à l’EPP Tibondi,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,0.0,100.0,,,,,,2023-01-04,,,,,2023-02-22,2023-01-23,5.0,2024-01-23,2024-06-19,,2024-07-03,2025-09-05,False,2,0.0,1,346.0,147.0,201.0,,,,,2024-10-29,23.0,52.0,75.0,1,2176,[],True,False,Maire,,TIMBENDI,,,TIMBENDI > MANDOURI > KPENDJAL 1 > KPENDJAL > SAVANES,,771.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1201,617,165,"Construction d’un bâtiment scolaire de 3 classes + bureau, magasin à Djibontoti",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,0.0,100.0,,,,,,2024-01-11,,,,,2023-02-22,2024-01-26,5.0,2024-06-26,2024-12-14,,2024-12-18,2026-03-27,True,2,0.0,1,1402.0,621.0,781.0,,,,,2025-01-24,23.0,40.0,63.0,1,2379,[],True,False,Maire,,DJIBONTOTI,,,DJIBONTOTI > POGNO > KPENDJAL OUEST 2 > KPENDJAL OUEST > SAVANES,,788.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1202,618,166,"Construction d’un bâtiment scolaire de 3 classes + bureau, magasin à EGABONGUE (EPP Nadano B)",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,100.0,100.0,,,,,,2024-01-11,,,,,2023-02-22,2024-01-26,5.0,2024-06-26,2024-05-15,,2024-05-31,2025-07-02,True,2,0.0,1,570.0,224.0,346.0,,,,,2024-10-11,33.0,65.0,98.0,1,3982,[],True,False,Maire,,EGABONGUE,0.0,0.0,EGABONGUE > POGNO > KPENDJAL OUEST 2 > KPENDJAL OUEST > SAVANES,POINT(0.0 0.0),789.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1203,619,175,Construction et équipement d'un bâtiment scolaire de trois classes avec bureau et magasin + forage photovoltaïque + blocs de latrines à l'EPP Kpéguibongue,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Remise de l'ouvrage à la communauté 100.0%,Réception définitive,100.0,100.0,,,,,,2023-06-20,2023-08-04,,,,2023-02-22,2023-06-22,5.0,2023-11-19,2023-10-31,,2023-10-31,2024-12-10,True,3,0.0,1,1710.0,776.0,933.0,,,,,2024-03-21,82.0,95.0,177.0,2,3169; 3896,[],True,False,Maire,,KPEGUIBONGUE,,,KPEGUIBONGUE > KOURIENTRE > TONE 1 > TONE > SAVANES,,800.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1204,620,189,Construction d'un bâtiment scolaire à l'EPP Bongongona,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-05-13,,,,,2023-02-22,2024-06-15,5.0,2024-11-15,2025-01-20,2025-01-20,2025-02-27,,True,2,0.0,1,793.0,5.0,2.0,,,,,2025-03-12,19.0,35.0,54.0,1,3692,[],True,False,Maire,,BONGONGONA (KORBONGOU),,,BONGONGONA (KORBONGOU) > KORBONGOU > TONE 4 > TONE > SAVANES,,815.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1205,621,191,Construction d'un Bâtiment scolaire de 3 salles de classe avec bureau et magasin clôturé plus deux blocs de latrine,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,100.0,100.0,,,,,,2023-06-12,2023-07-28,,,,2023-02-22,2023-06-20,5.0,2023-11-17,2023-12-06,,2023-12-06,,True,2,0.0,1,467.0,10.0,20.0,,,,,2024-03-16,53.0,94.0,147.0,1,3987,[],True,False,Maire,,DJANKOGUE,0.0,0.0,DJANKOGUE > KORBONGOU > TONE 4 > TONE > SAVANES,POINT(0.0 0.0),817.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1206,622,192,Construction et équipement d'un bâtiment scolaire de 03 classes avec un bureau- magasin + 2 blocs de latrines + forages photovoltaïques à EPP Djapiebagou,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,100.0,100.0,,,,,,2023-06-13,2023-08-14,,,,2023-02-22,2023-06-20,5.0,2023-11-12,2023-12-19,,2023-12-19,,True,2,0.0,1,380.0,128.0,252.0,,,,,2024-04-05,47.0,70.0,117.0,1,3698,[],True,False,Maire,,DJAPIEMBAGOU,0.0,0.0,DJAPIEMBAGOU > KORBONGOU > TONE 4 > TONE > SAVANES,POINT(0.0 0.0),819.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1207,623,198,Construction d'un Bâtiment scolaire de 4 classes avec bureau et magasin en charpente métallique + 2 Blocs de latrines type VIP dans le CEG et une paillotte professeur,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Remise de l'ouvrage à la communauté 100.0%,Réception définitive,100.0,100.0,,,,,,2023-06-29,2023-08-03,,,,2023-02-22,2023-06-29,5.0,2023-11-28,2024-01-05,2024-01-05,2024-01-05,2024-12-27,True,2,0.0,1,1311.0,348.0,963.0,,,,,2024-01-10,18.0,132.0,150.0,1,3983,[],True,False,Maire,,TINGBANGBALE,0.0,0.0,TINGBANGBALE > KORBONGOU > TONE 4 > TONE > SAVANES,POINT(0.0 0.0),826.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1208,624,205,Construction et équipement d’un bâtiment scolaire de 4 classes avec bureau et magasin au lycée de Sanfatoute + blocs de latrines + forages photovoltaïques,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Remise de l'ouvrage à la communauté 100.0%,Réception définitive,100.0,100.0,,,,,,2023-06-13,2023-08-14,,,,2023-02-22,2023-06-19,5.0,2023-11-14,2023-11-02,,2023-11-02,2024-12-26,True,2,0.0,1,200.0,115.0,94.0,,,,,2024-03-13,56.0,113.0,169.0,2,3810; 3814,[],True,False,Maire,,TIDONTE CENTRE,0.0,0.0,TIDONTE CENTRE > SANFATOUTE > TONE 4 > TONE > SAVANES,POINT(0.0 0.0),834.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1209,625,211,Construction d'un batiment scolaire à 3 classes avec un bloc de latrines,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-05-14,,,,,2023-09-08,2024-05-29,5.0,2024-10-01,2024-11-29,2024-11-29,2024-11-29,,False,4,0.0,1,375.0,257.0,102.0,True,True,True,,2025-01-31,84.0,89.0,173.0,1,4071,[],True,False,Maire,,TCHAABA,9.966575,0.4803483,TCHAABA > NALI > OTI SUD 2 > OTI SUD > SAVANES,POINT(0.4803483 9.966575),841.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1210,626,218,"Construction d'un bâtiment scolaire de 03 salles de classes, un bureau- magasin équipement en table banc et mobilier de bureau sans forage",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-05-10,,,,,2023-09-08,2024-07-25,5.0,2025-01-25,2024-12-27,2024-12-27,2025-01-29,,False,4,0.0,1,632.0,300.0,332.0,,,,,2025-08-14,75.0,102.0,177.0,1,2654,[],True,False,N/A (ancien site),,DJANKPETENI,0.0,0.0,DJANKPETENI > TCHAMONGA > OTI SUD 1 > OTI SUD > SAVANES,POINT(0.0 0.0),851.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1211,627,219,"Construction d'un bâtiment scolaire de 03 salles de classes, un bureau- magasin équipement en table banc et mobilier de bureau avec forage",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-05-10,,,,,2023-09-08,2024-12-20,5.0,2025-05-20,2025-09-15,2025-09-17,2025-09-19,,False,4,0.0,1,1900.0,760.0,1140.0,,,,,,,,,1,2665,[],True,False,Maire,,SIMBO,,,SIMBO > TCHAMONGA > OTI SUD 1 > OTI SUD > SAVANES,,852.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1212,628,220,"Construction d'un bâtiment scolaire de 03 salles de classes, un bureau- magasin équipement en table banc et mobilier de bureau sans forage",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,26128854.0,,250000.0,190000.0,2024-05-22,,3591920.0,,,2023-09-08,2024-12-20,5.0,2025-05-20,2025-04-19,2025-04-19,2025-04-19,,True,4,0.0,1,473.0,188.0,285.0,True,True,True,True,,,,,1,2660,[],True,False,Maire,,KPOKOU,10.50454,0.7059833,KPOKOU > TCHAMONGA > OTI SUD 1 > OTI SUD > SAVANES,POINT(0.7059833 10.50454),854.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1213,629,230,1-Construction d'un bâtiment scolaire de 3 classes avec bureau et latrines  à l'EPP Nakpabak B (lieu-dit Sibiogue): sous projet porté par le CVD DE Sibiogue et soutenu par le CVD de Pokenyète,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,0.0,100.0,,,,,,2024-05-07,,,,,2023-09-08,2024-05-20,5.0,2024-10-01,2024-11-20,,2024-11-20,2026-02-24,False,4,0.0,1,600.0,295.0,312.0,,,,,2024-11-27,20.0,75.0,95.0,1,4224,[],True,False,Maire,,SIBIOGUE,10.771387,0.091253,SIBIOGUE > TAMPIALIME > TANDJOUARE 2 > TANDJOUARE > SAVANES,POINT(0.091253 10.771387),865.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1214,630,231,construction d'un batiment scolaire avec bureau et magasin à l'EPP Djabdawoure sans forage,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,0.0,100.0,,,,,,2024-05-22,,,,,2023-09-08,2024-05-25,5.0,2024-10-25,2024-10-08,2024-10-08,2024-10-09,2026-01-13,True,4,0.0,1,1061.0,521.0,540.0,,,,,2024-10-30,22.0,53.0,75.0,2,4228; 4229,[],True,False,Chef Canton,,DJABDAWOURE 1,,,DJABDAWOURE 1 > TAMPIALIME > TANDJOUARE 2 > TANDJOUARE > SAVANES,,867.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1216,632,233,"construction et équipement d'un batiment scolaire de 4 classes avec bureau, latrines et forage au CEG Kpinkparbagou",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,0.0,100.0,,,,,,2024-05-19,,,,,2023-09-08,2024-05-31,5.0,2024-10-01,2024-11-01,2024-11-01,2024-11-20,2026-01-29,False,4,0.0,1,1191.0,225.0,714.0,,,,,2024-11-29,31.0,52.0,83.0,2,4210; 4211,[],True,False,Maire,,KPINKPARBAGOU 1,10.76495,-0.035277,KPINKPARBAGOU 1 > TAMPIALIME > TANDJOUARE 2 > TANDJOUARE > SAVANES,POINT(-0.035277 10.76495),869.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1217,633,235,construction d'un batiment scolaire avec bureau et magasin à l'EPP Wark 2 sans forage,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-03-06,2025-09-08,,,,2023-09-08,2025-03-19,5.0,2025-08-19,2025-05-25,2025-05-26,2025-06-12,,False,4,0.0,1,1167.0,504.0,663.0,,,,,,,,,1,4206,[],True,False, Litige focier (Mairie),,WARK 2,10.740175,0.048135,WARK 2 > TAMPIALIME > TANDJOUARE 2 > TANDJOUARE > SAVANES,POINT(0.048135 10.740175),872.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1218,634,252,Contruction de Batiment scolaire de 3 classes équipées+ bureau+mangasin à EPP Mantchè,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,0.0,100.0,,,,,,2024-05-31,,,,,2023-09-08,2024-05-03,5.0,2024-11-02,2024-10-16,2024-10-16,2024-11-21,2025-12-17,False,4,0.0,1,1433.0,583.0,850.0,,,,,2025-02-28,65.0,80.0,145.0,1,2444,[],True,False,Maire,,MANTCHE (MANGO),,,MANTCHE (MANGO) > MANGO > OTI 1 > OTI > SAVANES,,893.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1219,635,253,Contruction de Batiment scolaire de 3 classes équipées+ bureau+mangasin +forage à EPP Magna,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,0.0,100.0,,,,,,2024-05-14,,,,,2023-09-08,2024-06-03,5.0,2024-11-02,2024-10-03,,2024-10-03,2025-12-17,False,4,0.0,1,1338.0,638.0,700.0,,,,,,,,,1,2443,[],True,False,Maire,,MAGNA,,,MAGNA > MANGO > OTI 1 > OTI > SAVANES,,894.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1220,636,254,Contruction de Batiment scolaire de 3 classes équipées+ bureau+mangasin +forage à EPP Fomboro,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,0.0,100.0,,,,,,2024-05-13,,,,,2023-09-08,2024-06-03,5.0,2024-11-02,2024-10-02,,2024-10-02,2025-10-07,False,4,0.0,1,3678.0,1678.0,2000.0,,,,,2025-04-26,62.0,39.0,101.0,1,4080,[],True,False,Maire,,FOMBORO,,,FOMBORO > MANGO > OTI 1 > OTI > SAVANES,,896.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1222,638,265,Construction d'un batiment scolaire de 3 salles de classe+ bureau+Forage+Bloc sanitaire à l'EPP Gnabadjoani 2,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-05-13,,,,,2023-09-08,2024-05-23,5.0,2024-10-01,2024-10-22,2024-10-22,2024-11-27,,True,4,0.0,1,1673.0,825.0,848.0,,,,,2024-12-06,43.0,97.0,140.0,3,4102; 4103; 4104,[],True,False,Maire,,GNABADJOUANI 2,10.966555,0.13158,GNABADJOUANI 2 > NAMARE > TONE 2 > TONE > SAVANES,POINT(0.13158 10.966555),914.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1223,639,266,Construction d'un batiment scolaire de 3 salles de classe+ bureau+Bloc sanitaire sans forage à l'EPP Tchankounkonkongue,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-05-21,,,,,2023-09-08,2024-05-24,5.0,2024-10-01,2024-12-06,,2025-01-29,,False,4,0.0,1,1236.0,519.0,717.0,,,,,2025-02-14,34.0,94.0,128.0,2,4105; 4106,[],True,False,Maire,,TCHANKOUNKOUNKONG,10.936937,0.146811,TCHANKOUNKOUNKONG > NAMARE > TONE 2 > TONE > SAVANES,POINT(0.146811 10.936937),916.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1224,640,267,Construction et équipement d'un bâtiment scolaire de 3 salles+magasin+bureau+Bloc saniataire sans forage à l'EPP Flingbongue,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,0.0,100.0,,,,,,2024-05-21,,,,,2023-09-08,2024-05-24,5.0,2024-10-01,2024-11-16,,2024-11-27,2025-12-11,True,4,0.0,1,1400.0,500.0,900.0,,,,,2024-12-10,37.0,74.0,111.0,4,3374; 3401; 3404; 4120,[],True,False,Maire,,FLINGBONGUE (NAMARE),10.950135,0.090009,FLINGBONGUE (NAMARE) > NAMARE > TONE 2 > TONE > SAVANES,POINT(0.090009 10.950135),917.0,,,2.0,,,,,,,,,,,,,,,,,,,,
