id,number,joint_subproject_number,title,type,subproject_type_designation,sector,works_type,component,projects,financiers,status,current_status_of_the_site,progress_percent,progress_value,estimated_cost,contract_amount_work_companies,total_contract_amount_paid,amount_of_the_care_and_maintenance_fund_expected,care_and_maintenance_amount_on_village_account,date_signature_contract_work_companies,date_signature_contract_efme,contract_companies_amount_for_efme,date_signature_contract_controllers_in_SES,date_of_signature_of_contract_for_construction_supervisors,approval_date_cora,launch_date,expected_duration,expected_end_date,work_completion_date,date_of_technical_acceptance_of_work,date_of_provisional_acceptance_of_work,official_handover_date_to_community,existence_of_maintenance_plan,wave,number_of_classrooms,number_of_infrastructures,population,direct_beneficiaries_men,direct_beneficiaries_women,women_s_group,youth_group,breeders_farmers_group,ethnic_minority_group,date_of_organization_of_the_social_audit,number_of_participants_m_in_social_audit,number_of_participants_w_in_social_audit,number_of_participants_t_in_social_audit,beneficiary_villages_count,beneficiary_villages,list_of_villages_crossed_by_track_or_electrification,infrastructure_changed,infrastructure_deleted,level_of_achievement_donation_certificate,comments,location_name,latitude,longitude,hierarchy,geometry,link_to_subproject,depth_of_drilling,drilling_flow_rate,number_of_latrine_blocks,has_latrine_blocs,storage_capacity,official_handover_date_to_sector,length_of_the_track,extension_length,number_of_drinking_fountains,estimated_number_of_beneficiaries,refugee_and_internally_displaced_persons_group,has_fence,number_of_sections_of_track_developed,amount_of_the_controllers_contract_in_SES,amount_of_the_contract_for_construction_supervisors,date_signature_contract_facilitator,amount_of_the_facilitator_contract,amount_spent_on_completing_the_infrastructure,amount_spent_on_infrastructure_up_to_provisional_acceptance,number_of_streetlights,distance_covered_by_streetlights,canton,market_name
1225,641,280,"Construction et équipement d'un bâtiment scolaire de 3 classes avec bureau et magasin, sans forage",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,0.0,100.0,,,,,383893.0,2024-05-22,,,,,2023-09-08,2024-05-24,5.0,2024-10-21,2024-10-28,2024-10-28,2024-11-28,2026-01-08,True,4,0.0,1,806.0,359.0,447.0,,,,,2025-03-12,46.0,91.0,137.0,3,4126; 4127; 4128,[],True,False,Maire,,MAMPOATE 1,0.0,0.0,MAMPOATE 1 > BIANKOURI > CINKASSE 2 > CINKASSE > SAVANES,POINT(0.0 0.0),930.0,,,3.0,,,,,,,,,,,,,,,,,,,,
1227,643,290,Construction d'un batiment scolaire de 3 classes avec forage à l'EPP,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-05-15,,,,,2023-09-08,2024-05-22,5.0,2024-10-21,2025-01-29,2025-01-29,2025-02-06,,True,4,0.0,1,644.0,299.0,345.0,,,,,2025-08-14,86.0,50.0,136.0,1,4050,[],True,False,Maire,,N'KPE 2,,,N'KPE 2 > TAKPAMBA > OTI SUD 2 > OTI SUD > SAVANES,,941.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1228,644,291,Construction du batiment scolaire de 3 classes sans forage à l'EPP + Dalot d'accès,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-06-25,,,,,2023-09-08,2024-07-04,5.0,2024-11-03,2024-12-19,2024-12-19,2024-12-27,,True,4,0.0,1,567.0,265.0,305.0,,,,,2025-01-23,77.0,34.0,111.0,1,4065,[],True,False,Maire,,KEREKETE-NOU,,,KEREKETE-NOU > TAKPAMBA > OTI SUD 2 > OTI SUD > SAVANES,,943.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1229,645,302,"Construction d'un bâtiment scolaire de 04 salles de classes, un bureau- magasin équipement en table banc et mobilier de bureau sans forage",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-06-06,2024-10-30,,,,2023-09-08,2024-06-20,5.0,2024-11-18,2025-03-12,2025-03-03,2025-03-27,,False,4,0.0,1,3000.0,1600.0,1400.0,,,,,2025-05-18,43.0,28.0,71.0,1,2454,[],True,False,Juge,,KOUMONGOUKAN,,,KOUMONGOUKAN > SADORI > OTI 1 > OTI > SAVANES,,954.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1231,647,311,Construction d'un bâtiment scolaire de 04 classes+bureau +magasin+latrines au CEG BROUK sans forage,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-01-03,,,,,,2025-01-10,5.0,2025-07-14,2025-09-04,2025-09-04,2025-09-24,,False,5,0.0,1,620.0,303.0,317.0,,,,,,,,,1,4387,[],True,False,Juge,,BROUK,,,BROUK > LOKPANO > TANDJOUARE 2 > TANDJOUARE > SAVANES,,965.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1234,650,317,Construction d'un bâtiment scolaire de tois classes + bureau et magasin sans forage à l'EPP Yambiante,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-10-15,,,,,,2024-10-18,5.0,2025-03-22,2025-06-03,2025-06-11,2025-07-16,,True,5,0.0,1,230.0,100.0,130.0,,,,,2026-03-23,26.0,33.0,59.0,1,4369,[],True,False,,,YAMBIANTE,0.0,0.0,YAMBIANTE > SANGOU > TANDJOUARE 2 > TANDJOUARE > SAVANES,POINT(0.0 0.0),1025.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1236,652,335,Construction d'un bâtiment scolaire de trois classes avec bureau et magasin plus un bloc de latrines avec équipement à l'EPP Konkongbane SANS FORAGE,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-07-10,,,,,,2025-07-16,5.0,2025-12-16,2026-02-15,2026-02-27,2026-02-27,,False,5,0.0,1,703.0,116.0,161.0,,,,,,,,,2,4428; 4429,[],True,False,Maire,,KOUNKONGBANE,10.831693,0.077295,KOUNKONGBANE > TAMI > TONE 3 > TONE > SAVANES,POINT(0.077295 10.831693),990.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1237,653,337,Construction d'un bâtiment scolaire de trois classes avec bureau et magasin plus un bloc de latrines à l'EPP Koulmassi,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-05-07,,,,,,2025-05-20,5.0,2025-09-19,2025-12-10,2025-12-10,2025-12-22,,False,5,0.0,1,310.0,158.0,131.0,,,,,,,,,1,4425,[],True,False,Maire,,KOULMASSI,,,KOULMASSI > TAMI > TONE 3 > TONE > SAVANES,,992.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1238,654,351,Construction et équipement d'un bâtiment scolaire de trois classes et réalisation d'un forage  Photovoltaïque ,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception technique 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-02-17,,,,,,2025-03-16,5.0,2025-08-16,2025-08-18,2025-09-21,2025-08-21,,False,5,0.0,1,386.0,166.0,220.0,,,,,2025-10-16,33.0,52.0,85.0,1,4478,[],True,False,Maire,,BOUTASSOUGOU,,,BOUTASSOUGOU > LOTOGOU > TONE 3 > TONE > SAVANES,,1008.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1239,655,354,"Construction et équipement d'un bâtiment scolaire de trois classes, bloc latrine et forage photovoltaïque ",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Remise de l'ouvrage à la communauté 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-02-21,,,,,,2025-03-07,5.0,2025-08-11,2025-08-21,2025-08-21,2025-08-21,2025-10-07,False,5,0.0,1,810.0,477.0,483.0,,,,,,,,,1,4484,[],True,False,Maire,,DASSOUTE-BAGOU,,,DASSOUTE-BAGOU > LOTOGOU > TONE 3 > TONE > SAVANES,,1012.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1240,656,358,"Construction d'un bâtiment scolaire à trois salles de classe avec bureau, bloc de latrines et équipements mobiliers sans forage ",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-10-14,,,,,,2024-10-18,5.0,2025-03-22,2025-04-30,,2025-07-23,,False,5,0.0,1,970.0,460.0,510.0,,,,,2025-11-12,25.0,42.0,67.0,1,4355,[],True,False,Maire,,KUMBOK,,,KUMBOK > MAMPROUGOU > TANDJOUARE 2 > TANDJOUARE > SAVANES,,1017.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1241,657,366,"Réhabilitation du bâtimentde l'EPP Nayergou-Bas décoiffé par les premières
 pluies de de 2023 et trois blocs sanitair",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,,,,,,,,5.0,,2025-09-08,2025-09-09,2025-10-16,,False,6,0.0,1,1041.0,473.0,568.0,,,,,,,,,1,4532,[],True,False,Maire,,NAYERGOU-BAS,,,NAYERGOU-BAS > TAMONGUE > TANDJOUARE 1 > TANDJOUARE > SAVANES,,1026.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1242,658,367,Construction d'un bâtiment scolaire de 3 salles de classes+Bureau+magasin+Forage+Latrines à l'EPP de Djabiène,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-10-18,,,,,,2024-11-12,5.0,2025-04-12,2025-05-31,2025-05-31,2025-06-03,,False,6,0.0,1,540.0,238.0,302.0,,,,,2025-11-06,37.0,51.0,88.0,2,4540; 4541,[],True,False,Maire,,DJABIENE,,,DJABIENE > TAMONGUE > TANDJOUARE 1 > TANDJOUARE > SAVANES,,1027.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1243,659,368,"Construction d'un batiment scolaire de trois classes,bureau,magasin et blocs sanitaires sans forage à l'EPP Nankpangorgou B ",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-04-19,,,,,,,5.0,,2025-09-15,2025-09-17,2025-09-17,,False,6,0.0,1,865.0,275.0,498.0,,,,,2026-03-11,25.0,56.0,81.0,3,4542; 4543; 4544,[],True,False,Maire,,BARITIGOU-CENTRE,,,BARITIGOU-CENTRE > TAMONGUE > TANDJOUARE 1 > TANDJOUARE > SAVANES,,1029.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1245,661,380,"Construction d'un batiment scolaire de trois classes,bureau,magasin et blocs sanitaires + forage à l'EPP ",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-11-11,,,,,,2024-11-24,5.0,2025-04-28,2025-04-30,2025-04-30,2025-04-30,,False,6,0.0,1,255.0,130.0,125.0,,,,,2025-09-21,33.0,69.0,102.0,1,4507,[],True,False,Maire,,SIGUIBAGOU 2,,,SIGUIBAGOU 2 > DOUKPERGOU > TANDJOUARE 2 > TANDJOUARE > SAVANES,,1043.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1246,662,381,"Construction d'un batiment scolaire de trois classes,bureau,magasin et blocs sanitaires avec forage à l'EPP Matougou B",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2024-10-14,,,,,,2024-11-13,5.0,2025-03-13,2025-06-30,2025-07-03,2025-07-16,,False,6,0.0,1,329.0,,,,,,,,,,,1,4518,[],True,False,N/A (ancien site),,LARSIOK,0.0,0.0,LARSIOK > DOUKPERGOU > TANDJOUARE 2 > TANDJOUARE > SAVANES,POINT(0.0 0.0),1045.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1247,663,382,Réhabilitation d'un bâtiment Scolaire de 03classes  ,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Achevé 100.0%,Achevé,0.0,77.0,,,,,,,,,,,,2025-10-25,5.0,2026-03-26,2026-03-17,,,,False,6,0.0,1,421.0,235.0,236.0,,,,,,,,,1,4510,[],True,False,Maire,,KOTINDAGOU,,,KOTINDAGOU > DOUKPERGOU > TANDJOUARE 2 > TANDJOUARE > SAVANES,,1047.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1248,664,391,Construction et équipement d'un bâtiement  scolaire de 03 classes avec Bureau-magasin + 2blocs latrines et un forage ,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,24917458.0,24917458.0,,,2025-08-18,,,,,,2025-08-26,5.0,2025-11-26,2025-12-31,,2026-01-16,,False,6,0.0,1,1130.0,450.0,680.0,,,,,,,,,3,4662; 4663; 4664,[],True,False,Maire,,SANPEDIGBENDE 2,0.0,0.0,SANPEDIGBENDE 2 > NAKI-OUEST > TONE 2 > TONE > SAVANES,POINT(0.0 0.0),1056.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1249,665,392,Construction et équipement d'un bâtiment scolaire de 3classes avec BM et 02blocs latrines sans forage,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-06-23,,,,,,2025-07-01,5.0,2025-12-01,2025-10-20,2025-10-22,2025-11-04,,False,6,0.0,1,834.0,405.0,429.0,,,,,,,,,2,4647; 4648,[],True,False,Maire,,DONTOUGOU,0.0,0.0,DONTOUGOU > NAKI-OUEST > TONE 2 > TONE > SAVANES,POINT(0.0 0.0),1058.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1250,666,393,Construction et équipement d'un bâtiment scolaire de 3classes avec BM et 02blocs latrines sans forage ,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception technique 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-06-23,,,,,,2025-07-10,5.0,2025-12-09,2025-12-16,,2025-12-16,,False,6,0.0,1,860.0,421.0,439.0,,,,,,,,,1,4651,[],True,False,Maire,,NAYENGUE 2,,,NAYENGUE 2 > NAKI-OUEST > TONE 2 > TONE > SAVANES,,1059.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1251,667,394,Construction et équipement d'un bâtiment scolaire de 3classes avec BM et 02blocs latrines sans forage ,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-01-08,2025-07-21,,,,,2025-01-20,5.0,2025-05-19,2025-08-21,2025-08-21,2025-11-05,,False,6,0.0,1,925.0,402.0,523.0,,,,,2026-01-22,28.0,138.0,166.0,2,4654; 4655,[],True,False,Maire,,BOANABE,10.907158,0.119082,BOANABE > NAKI-OUEST > TONE 2 > TONE > SAVANES,POINT(0.119082 10.907158),1060.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1252,668,409,"Construction d'un batiment scolaire de trois classes,bureau,magasin  + forage ",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-03-06,,,,,,2025-04-17,5.0,2025-09-16,2025-07-11,2025-07-11,2025-08-13,,False,6,0.0,1,1749.0,738.0,911.0,,,,,,,,,1,4707,[],True,False,Juge,,KEREKETE,,,KEREKETE > GALANGASHIE > OTI 2 > OTI > SAVANES,,1075.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1253,669,410,"Construction d'un batiment scolaire de quatres (04) classes,bureau,magasin pour le college",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-03-06,,,,,,2025-03-02,5.0,2025-08-02,2025-07-10,2025-07-10,2025-10-16,,False,6,0.0,1,1763.0,651.0,1112.0,,,,,,,,,1,4706,[],True,False,Juge,,NAGOUNI,,,NAGOUNI > GALANGASHIE > OTI 2 > OTI > SAVANES,,1077.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1256,672,413,Construction d'un batiment scolaire à l'EPP avec forage,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception technique 100.0%,Achevé,0.0,100.0,,,,,,2025-04-03,,,,,,2025-04-15,5.0,2025-09-15,2025-12-30,2026-01-06,,,False,6,0.0,1,388.0,173.0,215.0,,,,,,,,,1,4717,[],True,False,Chef Canton,,KOUWAKOU,,,KOUWAKOU > GALANGASHIE > OTI 2 > OTI > SAVANES,,1081.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1257,673,421,Construction et équipement d'un batiment scolaire de 3 classes avec bureau à l'EPP Nassika (Sans forage),Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-03-14,,,,,,2025-03-25,7.0,2025-10-24,2025-12-16,2025-12-10,2026-02-26,,False,6,0.0,1,1236.0,539.0,697.0,,,,,,,,,1,4589,[],True,False,Maire,,NASSIKA,,,NASSIKA > GANDO > OTI SUD 1 > OTI SUD > SAVANES,,1091.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1258,674,422,Construction d'un bâtiment scolaire de trois salles de classe+bureau+ magasin  avec forage à l'EPP NABILE  B,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Remise de l'ouvrage à la communauté 100.0%,Réception provisoire,100.0,100.0,,,,,,2025-05-06,,,,,,2025-05-19,7.0,2025-12-18,2025-11-26,2025-11-21,2025-11-26,2025-11-28,False,6,0.0,1,1768.0,824.0,944.0,,,,,,,,,1,4591,[],True,False,,,NABILE,,,NABILE > GANDO > OTI SUD 1 > OTI SUD > SAVANES,,1092.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1259,675,423,Construction d'un bâtiment scolaire de trois salles de classe+bureau+ magasin à l'EPP YACLE (Sans forage),Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-03-14,,,,,,2025-03-25,5.0,2025-08-25,2025-10-16,2025-10-16,2025-10-22,,False,6,0.0,1,4600.0,2000.0,2600.0,,,,,2026-01-30,62.0,42.0,104.0,1,4592,[],True,False,Maire,,YACLE,,,YACLE > GANDO > OTI SUD 1 > OTI SUD > SAVANES,,1094.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1260,676,424,Construction d'un bâtiment scolaire à trois salles de classe+bureau+ magasin à l'EPP N' gambi (Sans forage),Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-05-09,,,,,,2025-05-21,5.0,2025-10-21,2025-11-03,,2025-11-26,,False,6,0.0,1,3843.0,1803.0,2253.0,,,,,,,,,1,4593,[],True,False,Chef Canton,,N'GAMBI,,,N'GAMBI > GANDO > OTI SUD 1 > OTI SUD > SAVANES,,1095.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1262,678,426,Construction et équipement d'un batiment scolaire de 03 classes avec bureau (Sans forage),Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-02-12,2025-02-12,,,,,2025-02-25,5.0,2025-07-25,2025-07-30,2025-07-30,2025-07-30,,False,6,0.0,1,1546.0,572.0,974.0,,,,,,,,,1,4596,[],True,False,Chef Canton,,WOGOU-SAPIEKOU,0.0,0.0,WOGOU-SAPIEKOU > GANDO > OTI SUD 1 > OTI SUD > SAVANES,POINT(0.0 0.0),1097.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1264,680,429,"Appui à la construction d'un batiment scolaire de 03 classes, bureau et magasin à l'EPP Nakpokle (Sans forage)",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Achevé 100.0%,Réception provisoire,75.0,100.0,,,,,,2025-03-14,,,,,,2025-03-25,5.0,2025-12-21,2026-03-12,2026-02-28,2026-02-28,,False,6,0.0,1,1589.0,772.0,817.0,,,,,,,,,1,4600,[],True,False,,,NAKPOKLE,0.0,0.0,NAKPOKLE > GANDO > OTI SUD 1 > OTI SUD > SAVANES,POINT(0.0 0.0),1102.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1265,681,430,"Construction et équipement d'un bâtiment scolaire de 3 classes avec bureau, magasin, latrines et d'un forage photovoltaïque à l'EPP Sakou",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,,,,,,,,5.0,,2025-09-29,2025-10-01,2025-10-01,,False,6,0.0,1,834.0,456.0,378.0,,,,,,,,,1,4601,[],True,False,,,SAKOU,,,SAKOU > GANDO > OTI SUD 1 > OTI SUD > SAVANES,,1103.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1266,682,434,Construction d'un bâtiment scolaire à 4 classes+bureau + magasin au Lycée de Gando,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Achevé 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-07-09,,,,,,2025-07-21,5.0,2025-12-21,2026-03-12,2026-02-26,2026-02-26,,False,6,0.0,1,2064.0,1050.0,1350.0,,,,,,,,,1,4719,[],True,False,Maire,,WOGOU CDQ,0.0,0.0,WOGOU CDQ > GANDO > OTI SUD 1 > OTI SUD > SAVANES,POINT(0.0 0.0),1110.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1267,683,442,"Construction d'un bâtiment scolaire de trois (3) classes, bureau , magasin et forage photovoltaïque",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-05-23,,,,,,2025-06-03,5.0,2025-11-03,2025-10-20,2025-10-21,2026-01-15,,False,6,0.0,1,2822.0,904.0,1880.0,,,,,,,,,1,4682,[],True,False,Maire,,FIEGOU,,,FIEGOU > MOGOU > OTI SUD 1 > OTI SUD > SAVANES,,1119.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1268,684,443,"Construction d'un bâtiment scolaire de quatre (4) classes, bureaun , magasin et forage au CEG TONTONDI",Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-06-12,,,,,,2025-06-16,5.0,2025-11-16,2025-09-15,2025-09-18,2025-09-18,,False,6,0.0,1,1151.0,502.0,649.0,,,,,,,,,1,4671,[],True,False,Maire,,TONTONDI,,,TONTONDI > MOGOU > OTI SUD 1 > OTI SUD > SAVANES,,1121.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1269,685,444,Construction d'un bâtiment scolaire +bureeu+magasin+forage photovoltaïque+Latrine à l'EPP NAYOH,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,,,,,,2025-03-06,,,,,2024-02-16,,5.0,,2025-09-15,2025-09-18,2025-09-18,,False,6,0.0,1,1018.0,495.0,523.0,,,,,,,,,1,4673,[],True,False,Maire,,NAYOH,10.35735,0.465718,NAYOH > MOGOU > OTI SUD 1 > OTI SUD > SAVANES,POINT(0.465718 10.35735),1123.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1272,688,463,Construction et équipement d'un bâtiment scolaire de trois classes avec bureau et magasin à l'EPP BOLINPIENGUE + sans forage photovoltaïque + sans blocs de latrines,Bâtiments scolaires au primaire,Subproject,Education,Construction et équipement,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,0.0,100.0,33799351.0,22394005.0,25399967.0,,,2024-10-22,2025-01-21,3005962.0,,,2024-08-30,2024-11-06,5.0,2025-03-06,2025-03-31,2025-03-31,2025-04-03,,False,3,3.0,1,719.0,309.0,410.0,True,,True,,2025-03-04,32.0,79.0,111.0,1,3894,[],,False,Aucun,Demande d'avis de non objection sur le cas EPP Bolinpiengue dans le canton de Kourientré (Cf mail du Coordo en date du 30/08/2024 autorisant la validation de ce nouveau sous projet),BOLIMPIENGUE,0.0,0.0,BOLIMPIENGUE > KOURIENTRE > TONE 1 > TONE > SAVANES,POINT(0.0 0.0),,,,,,,,,,,144.0,,,,,,,,,,,,,
1315,725,104,Construction d'un bâtiment scolaire de trois classes avec bureau et magasin et deux blocs de latrines à l’EPP + forage photovoltaïque,Clôtures d’école,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,,100.0,,,,,,2024-01-11,,,,,2023-02-22,2024-01-16,5.0,2024-05-27,2024-09-20,,2024-12-18,,False,3,0.0,1,520.0,240.0,280.0,,,,,2025-02-10,17.0,55.0,72.0,1,3909,[],,False,Chef Canton,,NAMOUDJOATE 2,0.0,0.0,NAMOUDJOATE 2 > SAM-NABA > CINKASSE 2 > CINKASSE > SAVANES,POINT(0.0 0.0),716.0,,,,,,,,,,,,,,,,,,,,,,,
1500,916,446,Réhabilitation d'un bâtiment scolaire de 3 salles de classes+blocs latrines+bureau + Forage photovoltaïque à l'EPP GBETI,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,Réhabilitation,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,,100.0,,,,,,2025-09-24,,,,,,2025-10-15,4.0,2026-02-15,2026-03-09,,2026-03-25,,False,6,0.0,1,849.0,409.0,430.0,,,,,,,,,1,4684,[],,False,,,GBETI,,,GBETI > MOGOU > OTI SUD 1 > OTI SUD > SAVANES,,1499.0,,,2.0,,,,,,,,,,,,,,,,,,,,
